language,lang_code,country,number_of_speakers,corpus_size,corpus_metric_used,cluster_class,cluster_name,category,family,script_type
Occitan (post 1500),oci,Unknown,1111560,36547088,words,1,Cluster 1,Regional,Indo-European,Latin
South Azerbaijani,azb,Unknown,13833570,35982485,words,1,Cluster 1,Major Regional,Turkic,Non-Latin
Tigrinya,tir,Unknown,10739390,35418294,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
Low German,nds,Unknown,2502460,34430753,words,1,Cluster 1,Regional,Indo-European,Latin
Neapolitan,nap,Unknown,5700000,32540437,words,1,Cluster 1,Regional,Indo-European,Latin
Swiss German,gsw,Unknown,6463630,32276621,words,1,Cluster 1,Regional,Indo-European,Latin
Hakha Chin,cnh,Unknown,338690,31650210,words,1,Cluster 1,Indigenous,Sino-Tibetan,Latin
Breton,bre,Unknown,206000,28307723,words,1,Cluster 1,Indigenous,Indo-European,Latin
Ossetian,oss,Unknown,495850,27968180,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Angika,anp,Unknown,1082130,27899865,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Northern Sami,sme,Unknown,25700,25531767,words,1,Cluster 1,Indigenous,Uralic,Latin
Hiligaynon,hil,Unknown,6257550,24483952,words,1,Cluster 1,Regional,Austronesian,Latin
Sanskrit,san,Unknown,31420,23398791,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Romansh,roh,Unknown,40000,23347373,words,1,Cluster 1,Indigenous,Indo-European,Latin
Rundi,run,Unknown,12907650,22627876,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Rusyn,rue,Unknown,74280,21433544,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Bavarian,bar,Unknown,13714000,21088238,words,1,Cluster 1,Major Regional,Indo-European,Latin
Levantine Arabic,apc,Unknown,60422810,19770049,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
West Central Oromo,gaz,Unknown,26960550,19432809,words,1,Cluster 1,Major Regional,Afro-Asiatic,Latin
Seselwa Creole French,crs,Unknown,88400,18866286,words,1,Cluster 1,Indigenous,Creole,Latin
Crimean Tatar,crh,Unknown,588340,18067374,words,1,Cluster 1,Indigenous,Turkic,Non-Latin
Limburgish,lim,Unknown,1300000,16353382,words,1,Cluster 1,Regional,Indo-European,Latin
Udmurt,udm,Unknown,273230,16177574,words,1,Cluster 1,Indigenous,Uralic,Non-Latin
Upper Sorbian,hsb,Unknown,13300,15432468,words,1,Cluster 1,Indigenous,Indo-European,Latin
Kalaallisut,kal,Unknown,57700,15049065,words,1,Cluster 1,Indigenous,Eskimo-Aleut,Latin
Kirmanjki (individual language),kiu,Unknown,258000,15016927,words,1,Cluster 1,Indigenous,Indo-European,Latin
Eastern Mari,mhr,Unknown,271900,14818094,words,1,Cluster 1,Indigenous,Uralic,Non-Latin
Maithili,mai,Unknown,17640000,14185458,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Friulian,fur,Unknown,420000,13491661,words,1,Cluster 1,Indigenous,Indo-European,Latin
Western Panjabi,pnb,Unknown,90304960,13212353,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Khasi,kha,Unknown,1050000,13196759,words,1,Cluster 1,Regional,Austro-Asiatic,Latin
Chechen,che,Unknown,1816650,12941398,words,1,Cluster 1,Regional,Nakh-Daghestanian,Non-Latin
Sardinian,srd,Unknown,1200000,12803439,words,1,Cluster 1,Regional,Indo-European,Latin
Ganda,lug,Unknown,12624550,12425508,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Zeeuws,zea,Unknown,100000,12229493,words,1,Cluster 1,Indigenous,Indo-European,Latin
Lombard,lmo,Unknown,3903000,11979889,words,1,Cluster 1,Regional,Indo-European,Latin
Lingala,lin,Unknown,40576100,11334643,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Gurani,hac,Unknown,300000,11316691,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Fijian,fij,Unknown,314000,11020549,words,1,Cluster 1,Indigenous,Austronesian,Latin
Old Norse,non,Unknown,48000,10377021,words,1,Cluster 1,Indigenous,Indo-European,Latin
Aragonese,arg,Unknown,25600,10279581,words,1,Cluster 1,Indigenous,Indo-European,Latin
Tuvinian,tyv,Unknown,262750,10120118,words,1,Cluster 1,Indigenous,Turkic,Non-Latin
Dzongkha,dzo,Unknown,315080,10072394,words,1,Cluster 1,Indigenous,Sino-Tibetan,Non-Latin
Balinese,ban,Unknown,3306300,10050850,words,1,Cluster 1,Regional,Austronesian,Latin
Vlax Romani,rmy,Unknown,609980,10012283,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Tunisian Arabic,aeb,Unknown,12543420,9957445,words,1,Cluster 1,Major Regional,Afro-Asiatic,Non-Latin
Iloko,ilo,Unknown,8519200,9530782,words,1,Cluster 1,Regional,Austronesian,Latin
Newari,new,Unknown,909600,9211366,words,1,Cluster 1,Indigenous,Sino-Tibetan,Non-Latin
Iban,iba,Unknown,1481800,8935396,words,1,Cluster 1,Regional,Austronesian,Latin
Balkan Romani,rmn,Unknown,758310,8926535,words,1,Cluster 1,Indigenous,Indo-European,Non-Latin
Ewe,ewe,Unknown,5794110,8227103,words,1,Cluster 1,Regional,Niger-Congo,Latin
Bhojpuri,bho,Unknown,52682000,8124171,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Chhattisgarhi,hne,Unknown,16300000,7714120,words,1,Cluster 1,Major Regional,Indo-European,Non-Latin
Walloon,wln,Unknown,600000,7578752,words,1,Cluster 1,Indigenous,Indo-European,Latin
Piemontese,pms,Unknown,700000,7563912,words,1,Cluster 1,Indigenous,Indo-European,Latin
Komi-Zyrian,kpv,Unknown,109000,7487255,words,1,Cluster 1,Indigenous,Uralic,Non-Latin
Batak Toba,bbc,Unknown,4160000,7133496,words,1,Cluster 1,Regional,Austronesian,Latin
Tsonga,tso,Unknown,10003500,6847746,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Russia Buriat,bxr,Unknown,307000,6700632,words,1,Cluster 1,Indigenous,Mongolic,Non-Latin
Paraguayan Guaraní,gug,Unknown,6619000,6611368,words,1,Cluster 1,Regional,Tupian,Latin
North Ndebele,nde,Unknown,3472310,6565947,words,1,Cluster 1,Regional,Niger-Congo,Latin
Pedi,nso,Unknown,13731000,6510267,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Tahitian,tah,Unknown,62810,6272739,words,1,Cluster 1,Indigenous,Austronesian,Latin
Tedim Chin,ctd,Unknown,411000,6245955,words,1,Cluster 1,Indigenous,Sino-Tibetan,Latin
Tswana,tsn,Unknown,13745730,6231759,words,1,Cluster 1,Major Regional,Niger-Congo,Latin
Morisyen,mfe,Unknown,1040810,6093489,words,1,Cluster 1,Regional,Creole,Latin
Kachin,kac,Unknown,940000,6057725,words,1,Cluster 1,Indigenous,Sino-Tibetan,Latin
Kabyle,kab,Unknown,7859800,5991207,words,1,Cluster 1,Regional,Afro-Asiatic,Latin
Scots,sco,Unknown,1599200,5825162,words,1,Cluster 1,Regional,Indo-European,Latin
Kara-Kalpak,kaa,Unknown,907470,5816224,words,1,Cluster 1,Indigenous,Turkic,Non-Latin
Sicilian,scn,Unknown,4700000,5806212,words,1,Cluster 1,Regional,Indo-European,Latin
Mirandese,mwl,Unknown,15000,5803729,words,1,Cluster 1,Indigenous,Indo-European,Latin
Gilaki,glk,Unknown,1610000,5779590,words,1,Cluster 1,Regional,Indo-European,Non-Latin
Tonga (Tonga Islands),ton,Unknown,187190,5555867,words,1,Cluster 1,Indigenous,Austronesian,Latin
Falam Chin,cfm,Unknown,107900,5495910,words,1,Cluster 1,Indigenous,Sino-Tibetan,Latin
Dutch,nld,Unknown,25387290,74651199348,words,2,Cluster 2,Major Regional,Indo-European,Latin
Polish,pol,Unknown,45284250,73137196876,words,2,Cluster 2,Major Regional,Indo-European,Latin
Indonesian,ind,Unknown,252429270,60286570559,words,2,Cluster 2,Major Global,Austronesian,Latin
Vietnamese,vie,Unknown,96983550,50910484900,words,2,Cluster 2,Major Regional,Austro-Asiatic,Latin
Korean,kor,Unknown,81646870,48637229978,words,2,Cluster 2,Major Regional,Koreanic,Non-Latin
Turkish,tur,Unknown,91258880,41949670257,words,2,Cluster 2,Major Regional,Turkic,Latin
Persian,fas,Unknown,116065490,39735379718,words,2,Cluster 2,Major Global,Indo-European,Non-Latin
Swedish,swe,Unknown,13255410,35760957009,words,2,Cluster 2,Major Regional,Indo-European,Latin
Czech,ces,Unknown,12466210,35494489638,words,2,Cluster 2,Major Regional,Indo-European,Latin
Romanian,ron,Unknown,23730290,35048022260,words,2,Cluster 2,Major Regional,Indo-European,Non-Latin
Standard Arabic,arb,Unknown,334765000,32837139175,words,2,Cluster 2,Major Global,Afro-Asiatic,Non-Latin
Norwegian Bokmål,nob,Unknown,5498180,32045225370,words,2,Cluster 2,Regional,Indo-European,Latin
Hungarian,hun,Unknown,12147600,30941313384,words,2,Cluster 2,Major Regional,Uralic,Latin
Danish,dan,Unknown,5816910,28073298751,words,2,Cluster 2,Regional,Indo-European,Latin
Ukrainian,ukr,Unknown,39019860,25606071698,words,2,Cluster 2,Major Regional,Indo-European,Non-Latin
Thai,tha,Unknown,71383530,24679261380,words,2,Cluster 2,Major Regional,Kra-Dai,Non-Latin
Modern Greek (1453-),ell,Unknown,13345670,22844004778,words,2,Cluster 2,Major Regional,Indo-European,Non-Latin
Finnish,fin,Unknown,5615740,20359774956,words,2,Cluster 2,Regional,Uralic,Latin
Bulgarian,bul,Unknown,7921000,16097217729,words,2,Cluster 2,Regional,Indo-European,Non-Latin
Slovak,slk,Unknown,7437540,14824219235,words,2,Cluster 2,Regional,Indo-European,Latin
Hindi,hin,Unknown,609125030,11303623973,words,2,Cluster 2,Major Global,Indo-European,Non-Latin
Lithuanian,lit,Unknown,2835390,9151439320,words,2,Cluster 2,Regional,Indo-European,Latin
Bosnian,bos,Unknown,3119530,9107585516,words,2,Cluster 2,Regional,Indo-European,Latin
Hebrew,heb,Unknown,10481810,8478346819,words,2,Cluster 2,Major Regional,Afro-Asiatic,Non-Latin
Catalan,cat,Unknown,9299570,8366625285,words,2,Cluster 2,Regional,Indo-European,Latin
Slovenian,slv,Unknown,2273060,7709635936,words,2,Cluster 2,Regional,Indo-European,Latin
Croatian,hrv,Unknown,6451070,6619122430,words,2,Cluster 2,Regional,Indo-European,Latin
Standard Estonian,ekk,Unknown,1000510,6580544367,words,2,Cluster 2,Regional,Uralic,Latin
Bengali,ben,Unknown,284349790,6192588228,words,2,Cluster 2,Major Global,Indo-European,Non-Latin
Standard Malay,zsm,Unknown,35000000,5670102692,words,2,Cluster 2,Major Regional,Austronesian,Non-Latin
Standard Latvian,lvs,Unknown,1370000,5386290626,words,2,Cluster 2,Regional,Indo-European,Latin
North Azerbaijani,azj,Unknown,10368120,3910963737,words,2,Cluster 2,Major Regional,Turkic,Non-Latin
Tosk Albanian,als,Unknown,1158700,3479878464,words,2,Cluster 2,Regional,Indo-European,Latin
Serbian,srp,Unknown,8255086,3323091509,words,2,Cluster 2,Regional,Indo-European,Non-Latin
Urdu,urd,Unknown,246000240,2819121318,words,2,Cluster 2,Major Global,Indo-European,Non-Latin
English,eng,Unknown,1527921460,7953468226848,words,3,Cluster 3,Major Global,Germanic,Latin
Russian,rus,Unknown,253363550,588610006686,words,3,Cluster 3,Major Global,Indo-European,Non-Latin
Mandarin Chinese,cmn,Unknown,1183802380,543571389611,words,3,Cluster 3,Major Global,Sino-Tibetan,Non-Latin
Japanese,jpn,Unknown,125635690,331166236817,words,3,Cluster 3,Major Global,Japonic,Non-Latin
German,deu,Unknown,134040290,262305627266,words,3,Cluster 3,Major Global,Indo-European,Latin
Spanish,spa,Unknown,558462490,261547491469,words,3,Cluster 3,Major Global,Indo-European,Latin
French,fra,Unknown,311914410,220689378295,words,3,Cluster 3,Major Global,Indo-European,Latin
Italian,ita,Unknown,40112600,139140142697,words,3,Cluster 3,Major Regional,Indo-European,Latin
Portuguese,por,Unknown,266630410,109554931079,words,3,Cluster 3,Major Global,Indo-European,Latin
